what,kind,bundleId,bundleVersion,description,time
started,bundle,goclipse,0.7.6.v450,"goclipse",1396214233507
started,bundle,com.python.pydev,2.8.2.2013090511,"com.python.pydev",1396214233508
started,bundle,com.python.pydev.analysis,2.8.2.2013090511,"com.python.pydev.analysis",1396214233508
started,bundle,com.python.pydev.codecompletion,2.8.2.2013090511,"com.python.pydev.codecompletion",1396214233508
started,bundle,com.python.pydev.refactoring,2.8.2.2013090511,"com.python.pydev.refactoring",1396214233508
started,bundle,org.python.pydev,2.8.2.2013090511,"org.python.pydev",1396214233508
started,bundle,org.python.pydev.core,2.8.2.2013090511,"org.python.pydev.core",1396214233508
started,bundle,org.python.pydev.debug,2.8.2.2013090511,"org.python.pydev.debug",1396214233508
started,bundle,org.python.pydev.django,2.8.2.2013090511,"org.python.pydev.django",1396214233508
started,bundle,org.python.pydev.jython,2.8.2.2013090511,"org.python.pydev.jython",1396214233508
started,bundle,org.python.pydev.parser,2.8.2.2013090511,"org.python.pydev.parser",1396214233508
started,bundle,org.python.pydev.refactoring,2.8.2.2013090511,"org.python.pydev.refactoring",1396214233508
started,bundle,org.python.pydev.shared_core,2.8.2.2013090511,"org.python.pydev.shared_core",1396214233508
started,bundle,org.python.pydev.shared_interactive_console,2.8.2.2013090511,"org.python.pydev.shared_interactive_console",1396214233508
started,bundle,org.python.pydev.shared_ui,2.8.2.2013090511,"org.python.pydev.shared_ui",1396214233508
os,sysinfo,,,"win32",1396214233512
arch,sysinfo,,,"x86_64",1396214233512
ws,sysinfo,,,"win32",1396214233512
locale,sysinfo,,,"en_US",1396214233512
processors,sysinfo,,,"2",1396214233513
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1396214233513
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1396214233513
java.specification.name,sysinfo,,,"Java Platform API Specification",1396214233513
java.specification.vendor,sysinfo,,,"Oracle Corporation",1396214233513
java.specification.version,sysinfo,,,"1.7",1396214233513
java.vendor,sysinfo,,,"Oracle Corporation",1396214233513
java.version,sysinfo,,,"1.7.0_03",1396214233513
java.vm.info,sysinfo,,,"mixed mode",1396214233513
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1396214233513
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1396214233513
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1396214233513
java.vm.specification.version,sysinfo,,,"1.7",1396214233513
java.vm.vendor,sysinfo,,,"Oracle Corporation",1396214233513
java.vm.version,sysinfo,,,"22.1-b02",1396214233513
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1396214233797
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1396214237785
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1396214237785
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1396214239500
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1396214239507
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1396214239540
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1396214239574
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1396214239595
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1396214239603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396214239840
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1396214246193
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1396214249726
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1396214249749
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1396214249788
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1396214249810
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1396214249818
error,log,,,"Operation details",1396214269730
error,log,,,"Operation details",1396214269745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396214286607
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1396214286630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396214292307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396214964017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396214969847
error,log,,,"Operation details",1396214981601
error,log,,,"Operation details",1396214981630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396215010873
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1396215010894
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1396215204484
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1396215204513
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1396215209612
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1396215228817
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1396215259538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396215263004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1396215351531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1396215371251
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1396215371684
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1396215371692
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1396215373603
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1396215374084
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1396215374092
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1396215374421
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1396215374455
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1396215374456
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1396215374475
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1396215374496
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1396215374500
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1396215374559
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1396215374647
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1396215374647
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1396215374647
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1396215374834
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1396215374893
